Link;Título;Autores;Fecha de publicación;Asesor(es);Editorial;Resumen;Palabras clave;Identificador único;Tipo de acceso
https://cybertesis.unmsm.edu.pe/item/e93d6fea-787d-4c2a-9edf-9d67dfebbcda;Modelo para medir la flexibilidad de infraestructura de tecnología de información;Sabana Mendoza, Maribel Elizabeth, Tecnología de la información - Perú, Tecnología de la información - Evaluación, Tecnología de la información - Control de calidad, https://hdl.handle.net/20.500.12672/3405;2013;Lomparte Alvarado, Rómulo Fernando;Universidad Nacional Mayor de San Marcos;Estamos frente a una situación en donde el entorno es cambiante y la Infraestructura de Tecnología de Información (hardware, software y personal), tiene que ser capaz de responder de forma ágil y rápida, es decir no puede permanecer estática. Este estudio brinda un aporte académico y organizacional, porque proporciona un modelo de medición que ayudará a las instituciones a identificar su nivel de flexibilidad actual y aplicar las medidas correctivas necesarias, asimismo identificará las dimensiones de mayor incidencia para lograr un alto nivel de ITIF. Aplica un instrumento validado a los Jefes de Sistemas de un grupo de instituciones públicas, obteniendo un indicador de flexibilidad Básica. Palabras Clave: Tecnología de Información (TI), Infraestructura de Tecnología de Información (ITI), Flexibilidad de Infraestructura de Tecnología de Información (ITIF).--- We are facing a situation where the environment is changing and the Information Technology Infrastructure (hardware, software and staff), must be able to respond in a flexible and fast, is cannot remain static. This study provides an academic and organizational contribution, because it provides a measurement model that will help institutions to identify their level of flexibility and implement corrective measures, also identify the dimensions of higher incidence to achieve a high level of ITIF. Apply a validated instrument bosses Systems a group of public institutions, obtaining a measure of flexibility Basic. Keywords: Information Technology (IT), Information Technology Infrastructure (ITI), Flexibility of Information Technology Infrastructure (ITIF).;Tecnología de la información - Perú, Tecnología de la información - Evaluación, Tecnología de la información - Control de calidad;https://hdl.handle.net/20.500.12672/3405;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/2b443dbe-3ccc-412b-a311-e93c3e35553e;Modelo predictivo del éxito de las Startups de tecnología de la información usando Machine Learning;Vásquez Cieza, Edilberto, Inteligencia artificial, Nuevas empresas, Predicciones, https://hdl.handle.net/20.500.12672/20960;2023;Mauricio Sánchez, David Santos;Universidad Nacional Mayor de San Marcos;Diseña un método y un modelo predictivo del éxito de las Startups de tecnología de información (TI), basado en técnicas de Machine Learning que permita predecir el éxito de las Startups de TI con tasas de precisión superior a los modelos existentes. El método consta de 4 procesos, un modelo híbrido y un inventario de 79 factores críticos de éxito, además, es aplicable a cualquier ciudad o región. El método es aplicado a una base de datos de 265 Startups de TI de Australia con 7 algoritmos de ML (SVM, Perceptron Muli-layer, Decision Tree, Naive Bayes, KNN, Radom Forest y Gradient Boosting) y 3 modelos híbridos basados en la estrategia de Votación, asimismo, el algoritmo GreedyStepWise para reducir los factores. Los resultados muestran que el método permite obtener modelos de pronóstico con mejores resultados para los algoritmos, en promedio, incrementa la precisión en 11.69 %, la especificidad en 3.25 % y la exactitud en 21.75 %, pero, en general, el modelo híbrido proporciona mejores resultados alcanzando una exactitud ideal del 100 %. GreedyStepWise permite identificar 5 factores (size startup, company revenue, r&d, financial capital and global economic enviroment) con los que se obtiene, a través de SVM y los modelos híbridos, pronóstico con precisión del 82 % y exactitud del 88 %.;Inteligencia artificial, Nuevas empresas, Predicciones;https://hdl.handle.net/20.500.12672/20960;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/71f30b64-f4cd-416a-a429-11f6dc006a71;Modelo workflow propuesto para el proceso de otorgamiento de licencias de funcionamiento aplicado a la Municipalidad de Miraflores;Reyes Pérez, Lenin Edwin, Flujo de trabajo - Software, Municipios - Perú - Automatización, https://hdl.handle.net/20.500.12672/15375;2010;La Serna Palomino, Nora Bertha;Universidad Nacional Mayor de San Marcos;Propone la utilización de un modelo workflow para procesos documentales relacionados al otorgamiento de Licencias de Funcionamiento, teniendo en cuenta los conceptos definidos por la organización WfMC (1999) y por el modelo conceptual de Workflow basado en Redes de Petri por Wil van der Aalst (2000). Se puede ver este modelo como una solución intermedia para aquellas organizaciones que deseen incorporar en sus sistemas los principios de workflow definidos en la actualidad. El modelo que se propone ha sido aplicado al proceso de Otorgamiento de Licencias de Funcionamiento de la Municipalidad de Miraflores, por ello es perfectamente compatible su utilización, en primera instancia para otras municipalidades y en segunda instancia en Sistemas que realizan gestión de la información y contenido documental de similares funcionalidades, por lo que su escalabilidad le permitiría adicionar mayores características para adaptarse a los requerimientos de los proceso de negocio que se desee gestionar. Finalmente, cabe mencionar que se utilizó el UML como lenguaje para realizar los diagramas del modelo y el RUP como metodología para la identificación de componentes del modelo en sus etapas de modelamiento del negocio y análisis.;Flujo de trabajo - Software, Municipios - Perú - Automatización;https://hdl.handle.net/20.500.12672/15375;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/a30b3e64-14b4-4167-8122-54479b294e14;Módulo para identificar fraudes en solicitudes de portabilidad y cambio de titularidad utilizando tecnologías .NET y SCRUM para una empresa de telecomunicaciones;Esquivel Valdivia, Anthony Rómulo, Fraude por Internet, Telecomunicaciones - Procesamiento de datos, Microsoft.NET, Scrum (Desarrollo de software para computadora), https://hdl.handle.net/20.500.12672/17886;2022;Enríquez Maguiña, William Martín;Universidad Nacional Mayor de San Marcos;Describe el desarrollo de un módulo que procese la información de solicitudes de cambio de titularidad y portabilidad para una compañía de telecomunicaciones con la finalidad de identificar posibles delitos que comúnmente ocurren al realizar este tipo de operaciones, pues es común recibir denuncias de este tipo de delitos. Se utiliza las tecnologías .Net y Scrum para desarrollar el módulo. Este módulo comprende 3 partes, primero el desarrollo del proceso online como parte inicial en donde los clientes realizan su registro de solicitudes de portabilidad y cambio de titularidad desde el app, el proceso offline en donde se reenvían las solicitudes no enviadas en el proceso online de manera automática, y la depuración en donde se da de baja la data con cierta antigüedad de manera que esta data no sea considera en el análisis de la información, pues esta información servirá tanto para el área de BI de la empresa de telecomunicaciones en estudio como también para Osiptel.;Fraude por Internet, Telecomunicaciones - Procesamiento de datos, Microsoft.NET, Scrum (Desarrollo de software para computadora);https://hdl.handle.net/20.500.12672/17886;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/418d74bb-8c58-43e5-891c-6cc02ed74ffb;Monitoreo y predicción del temblor de Parkinson por medio de una aplicación móvil híbrida mediante machine learning;Godínez Tello, Carlos Raúl André, Aprendizaje automático (Inteligencia artificial), Predicciones, Software de aplicación, Enfermedad de Parkinson, https://hdl.handle.net/20.500.12672/17387;2021;Pró Concepción, Luzmila Elisa;Universidad Nacional Mayor de San Marcos;La presente investigación tiene como objetivo desarrollar una aplicación móvil para apoyar en el monitoreo y predicción del temblor de Parkinson, su implementación se realiza por medio de una aplicación móvil hibrida mediante machine learning, esta aplicación apoyará al médico especialista, dado que la aplicación tendrá la capacidad de pronosticar el temblor parkinsoniano de la enfermedad de Parkinson durante los próximos 6 segundos siguientes a la toma de las muestras, así mismo permitirá llevar a cabo un control de los mismos mediante un historial, que podrá ser visualizado, compartido vía correo electrónico, también podrá llevar un control de tiempo de congelamiento de las personas, a su vez cuenta con una alarma de dosificación de las pastillas que son tomadas durante el proceso que conlleva esta enfermedad. El desarrollo de la aplicación móvil fue elaborado con el framework Ionic convirtiéndolo en una aplicación hibrida y utilizando la técnica de regresión lineal para poder hacer el pronóstico correspondiente. Se logro construir primero el módulo que es la aplicación móvil para su correcto uso, teniendo claro las variables, especificaciones, casos de uso, arquitectura, y modelos que permiten la correcta manipulación e inserción con los otros dos módulos restantes que son de congelamiento y el de alarma.;Aprendizaje automático (Inteligencia artificial), Predicciones, Software de aplicación, Enfermedad de Parkinson;https://hdl.handle.net/20.500.12672/17387;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/a96902e3-65ee-4735-ba30-4dfbb0d44e58;Motor de reservas descentralizado dirigido al sector hostelero del norte de España;Cavero Alvarado, Kirtley Rogelio, Sistema de reservaciones, Servicios Web, Hoteles - Procesamiento de datos, Negocios - Programas para computadoras, https://hdl.handle.net/20.500.12672/8831;2014;Molina Neyra, César Alberto;Universidad Nacional Mayor de San Marcos;Presenta una solución web práctica, eficiente y sobre todo de bajo coste en su implementación, para aquellos establecimientos del sector hostelero que quieran ofrecer sus servicios en internet. Esta solución es un motor de reservas muy potente, fácil de integrar y administrar. Consta de dos partes, una de administración o gestión y otra de reservas o uso público. Para realizar una aplicación de este tipo es necesario, en primer lugar, identificar el problema o la necesidad de crearla y luego construir un marco teórico adecuado, en donde se integren los componente más idóneos, que permitan una integración fuerte con la plataforma tecnológica usada para el desarrollo de la misma. Para conseguir este fin iniciamos con una etapa de levantamiento de requerimientos, en donde determinamos el estado actual del sistema. Luego detectamos los principales problemas, por último diseñamos una solución teórica para cada una de ellas, en donde se refleje la interacción de todos los procesos. A continuación presenta toda la documentación necesaria en cuanto al análisis, implementación y puesta en marcha, del sistema informático antes mencionado, así como también información adicional y relevante para su construcción.;Sistema de reservaciones, Servicios Web, Hoteles - Procesamiento de datos, Negocios - Programas para computadoras;https://hdl.handle.net/20.500.12672/8831;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/804e51e8-e464-4f5e-9b76-b4b11d93c3c3;MUSUJ QUIPU: Metodología para la preservación y publicación de documentos digitales, aplicado a la Biblioteca Central Pedro Zulen de la UNMSM.;Martínez Berrocal, Yanet, Bibliotecas digitales - Programas para computadoras, Recursos electrónicos de información, Materiales de biblioteca - Digitalización, Preservación digital, https://hdl.handle.net/20.500.12672/155;2007;La Serna Palomino, Nora Bertha;Universidad Nacional Mayor de San Marcos;"Actualmente la información es uno de los recursos más valorados pero nos enfrentamos a grandes volúmenes de ellas, cuyo crecimiento es exponencial a raíz de la expansión de internet y el avance tecnológico. Para su almacenamiento, acceso y procesamiento se usan diversas tecnologías, quedando estas obsoletas principalmente por los siguientes motivos: políticas organizacionales, el cambio, el tiempo y el uso por grupos minoritarios; en consecuencia la información que usa dichas tecnologías se vuelve inaccesible, por ello nace la necesidad de preservar y resguardar los datos. Principalmente las bibliotecas digitales se ven afectados con el problema debido a deciciones centradas en la selección de tecnologías y tipos de conversión usados para publicar los libros digitales. En este trabajo de tesis se plantea una metodología para la preservación, publicación y recuperación de los libros en formato digital, usando los estándares internacionales como la iniciativa de texto codificado (TEI), el Dublin Core (DC), y tecnologías de archivos de formatos abiertos como el XML y HTML. Se inicia describiendo la sustentación teórica y los estándares de publicación de documentos digitales existentes, los cuales van a sustentar el desarrollo del prototipo de la metodología planteada. Esta se compone de cinco fases: Concepción del problema y análisis de viabilidad, Investigación de los estándares, Normas y tecnologías, Proceso de implementación y desarrollo del prototipo e Implantación del prototipo.Currently, the information is one of the most valuables resources; we have lots of volumes of it that grow exponentially as a result of the Internet expansion and the technological advance. For their storage, access and processing we used several technologies, but these become obsolete by the following reasons: enterprise policies, the change, the time spending and the use by minority groups; consequently the information that uses these technologies returns inaccessible, that’s why the need to preserve and to protect the data is born. Mainly the digital libraries are affected with the problem due to decisions centered in the selection of technologies and types of conversion used to publish digital books. In this thesis work one considers a methodology for the preservation, publication and recovery of books in digital format, using the international standards like the codified text initiative (TEI), Dublin Core (DC), and technologies of archives of opened formats like XML and HTML. One begins describing the theoretical sustentation and the existing digital document publication standards, which are going to sustain the development of the prototype of the raised methodology. This is made up of five phases: Conception of the problem and the analysis of viability, Investigation of the standards, Norms and technologies, Implementation Process and Prototype’s Development and the Prototype’s Implantation.";Bibliotecas digitales - Programas para computadoras, Recursos electrónicos de información, Materiales de biblioteca - Digitalización, Preservación digital;https://hdl.handle.net/20.500.12672/155;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/63813408-4310-452e-9798-73ce73478206;Nube social para enseñanza práctica de tecnología de información;Luna Encalada, Washington Gilberto, Tecnología educativa, Computación en la nube, Tecnología de la información, https://hdl.handle.net/20.500.12672/19549;2023;La Serna Palomino, Nora Bertha;Universidad Nacional Mayor de San Marcos;Desarrolla un ecosistema de nube social para enseñanza práctica de TI, mediante un modelo de implementación, que cumplan con los cuatro pilares educativos, basados en tres modelos de servicios de la computación en la nube, conocidos como Software como Servicio (SaaS), Plataforma como servicio (PaaS) e Infraestructura como Servicio (IaaS).;Tecnología educativa, Computación en la nube, Tecnología de la información;https://hdl.handle.net/20.500.12672/19549;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/07360f9c-fe34-40c3-be83-f8bc3bff63fa;Nube social para enseñanza práctica de tecnología de información;Luna Encalada, Washington Gilberto, Computación en la nube, Tecnología educativa, Tecnología de la información - Educación - Perú, Educación - Fines y objetivos, https://hdl.handle.net/20.500.12672/8448;2018;La Serna Palomino, Nora Bertha;Universidad Nacional Mayor de San Marcos;Desarrolla un ecosistema de nube social para enseñanza práctica de TI, mediante un modelo de implementación, el cual cumpla con los cuatro pilares educativos: “aprender a hacer”, “aprender a conocer”, “aprender a ser” y “aprender a vivir”, basados a su vez en tres modelos de servicios de la computación en la nube, conocidos como Software como Servicio (SaaS), Plataforma como servicio (PaaS) e Infraestructura como Servicio (IaaS).;Computación en la nube, Tecnología educativa, Tecnología de la información - Educación - Perú, Educación - Fines y objetivos;https://hdl.handle.net/20.500.12672/8448;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/0de8b351-1bf6-40db-9a98-961e405ae11a;Optimización de la asignación de órdenes de transporte de contenedores vacíos usando el método de programación lineal entera mixta. Caso: Empresa intermodal “TransportGroup S.A”;Gómez Ruiz, Harol Josué, Ramírez Osorio, Pedro Alejandro, Transporte - Modelos matemáticos, Control de procesos - Automatización, https://hdl.handle.net/20.500.12672/8719;2015;Moquillaza Henríquez, Santiago Domingo;Universidad Nacional Mayor de San Marcos;Investiga sobre la optimización de la asignación de contenedores vacíos que permitirá la reducción de los costos operacionales de una empresa intermodal. En base a un pronóstico de demanda y oferta de contenedores vacíos en los diferentes puertos de la empresa intermodal en un tiempo de planificación dado, se podrá determinar la distribución o asignación de contenedores para cada nave que permitirá satisfacer la demanda de los clientes incurriendo en todo el proceso en el menor costo posible. La solución será resuelta mediante programación lineal entera mixta. Se comenzará analizando los diferentes parámetros de entrada, así como la identificación de las variables de decisión y restricciones. Se planteará el modelo matemático que satisfaga todas estas características y se presentará como resultado un reporte que indique la adecuada asignación de contenedores para cada nave en un determinado tiempo así como también los valores de nuestras otras variables de decisión.;Transporte - Modelos matemáticos, Control de procesos - Automatización;https://hdl.handle.net/20.500.12672/8719;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/c9b48745-14fd-400e-a7ea-79167bc2f81a;Optimización de la infraestructura de red LAN y WAN, para las empresas del grupo Inversiones Educa S.A. basado en la metodología PPDIOO Cisco.;Toribio Sarmiento, Miguel Angel, Redes de computadoras, Redes de área local (Redes de computadoras), Arquitecturas de redes de computadoras, https://hdl.handle.net/20.500.12672/17059;2021;Armas Calderón, Raúl Marcelo;Universidad Nacional Mayor de San Marcos;El presente trabajo de suficiencia profesional detalla los pasos que se ejecutaron durante el proyecto de Optimización de la infraestructura de Red Lan y WAN para las empresas del grupo Inversiones Educa S.A., para lo cual se aplicó la Metodología de Diseño PPDIOO de Cisco inc. El principal objetivo de este proyecto es Optimizar la Red actual que poseen las 3 unidades de negocio Certus, Toulouse, y Ucal en una sola red empresarial que brinde funcionalidades de Alta disponibilidad, tolerancia a fallos, escalabilidad, calidad de servicio y seguridad perimetral. Adicionalmente esta nueva arquitectura de red brinda la facilidad de compartir recursos entre las 3 empresas sin necesidad de incurrir en gastos operativos o tener que hacer inversiones a largo plazo. La coyuntura actual de pandemia hizo que muchas empresas den saltos agigantados en inversión para mejorar su infraestructura a nivel de disponibilidad de internet y principalmente reforzar aspectos de seguridad, la nueva red implementada para Inversiones Educa S.A. posee alta resiliencia a este cambio debido a que se implementó la funcionad de SDWAN tecnología que brinda la ventaja de optimizar el uso de internet al tener 2 canales disponibles y en el aspecto de seguridad se reforzó esta capa con 2 firewall perimetrales.;Redes de computadoras, Redes de área local (Redes de computadoras), Arquitecturas de redes de computadoras;https://hdl.handle.net/20.500.12672/17059;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/cafc0a71-d2fc-4f7e-bedb-819f16de7cdf;Optimización de los procesos del departamento de reclamos de una compañía de seguros, mediante la aplicación del cuadro de mando integral;Beteta Chamaya, Jorge Enrique, Compañías de seguros - Administración - Procesamiento de datos, Tecnología de la información, Seguros - Procesamiento de datos, https://hdl.handle.net/20.500.12672/16173;2012;Pastor Carrasco, Carlos Alberto;Universidad Nacional Mayor de San Marcos;Presenta la teorización de un trabajo profesional para la definición e implantación de un modelo de gestión del departamento de Reclamos de una compañía de seguros de vida, aplicando la metodología del Cuadro de Mando Integral propuesto por Kaplan y Norton, con una modificación para la gestión de performance de organizaciones sin fines de lucro. Se incluyen los requerimientos tecnológicos para hacer posible la mejora de los servicios ofrecidos por el departamento de Reclamos estudiado y para la captura de la información necesaria para las mediciones que requiere el modelo y para implementar las iniciativas de mejoras que apoyarán el logro de los objetivos estratégicos planteados. Las eficiencias que se desean y logran alcanzar, son metas que toda compañía de seguros busca en la gestión de los otorgamientos de beneficios debido a siniestros. Las técnicas y metodologías aplicadas a la problemática son reales. Este informe se ha basado en la experiencia de un Gerente en la gestión del departamento de Reclamos y explica de manera estructurada las acciones trazadas y dirigidas por el Gerente. Finalmente se muestran comparaciones de resultados, para mostrar el antes y el después de la aplicación de los conceptos teóricos del Cuadro de Mando Integral.;Compañías de seguros - Administración - Procesamiento de datos, Tecnología de la información, Seguros - Procesamiento de datos;https://hdl.handle.net/20.500.12672/16173;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/8e37ba44-d73e-45e9-bf1f-e875e23ae4dd;Optimización de procesos batch y transacciones online utilizando la metodología SCRUMBAN;Guillén Poma, Cristhian, Bancos - Programas para computadoras, Control de procesos - Programas para computadoras, Scrum (Desarrollo de software para computadora), https://hdl.handle.net/20.500.12672/17901;2021;Armas Calderón, Raúl Marcelo;Universidad Nacional Mayor de San Marcos;Describe el proyecto de optimización de procesos batch y transacciones online utilizando la metodología scrumban. La participación en el proyecto se realizó desde la selección de dichos procesos batch y transacciones a optimizar, calculando su complejidad inicial, realizando su análisis, elaboración de la propuesta de optimización, así como la implementación de la solución propuesta.;Bancos - Programas para computadoras, Control de procesos - Programas para computadoras, Scrum (Desarrollo de software para computadora);https://hdl.handle.net/20.500.12672/17901;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/816b2cd1-d809-4be6-87c5-33919624dc9c;Optimización de procesos tributarios en una entidad financiera mediante la implementación de un RPA para evitar sobrecostos sobre el valor original;Rojas Camargo, Melinna Victoria, Automatización, Impuestos, Robots, https://hdl.handle.net/20.500.12672/20996;2023;Machado Vicente, Joel Fernando;Universidad Nacional Mayor de San Marcos;"Automatiza a obtención de sustentos tributarios de un sistema ERP utilizando la tecnología Robotic Process Automation (RPA). Ello considerando que la aplicación tecnológica pretende obtener métricas de reducción de tiempo, reducción de personas involucradas e incluso fechas de presentación. Respecto al sistema, este se desarrolló bajo la metodología Scrum, debido a que permite adaptación continua, así como una respuesta rápida y eficaz ante cambios eventuales. Dicha metodología contribuyó a asegurar una presentación en tiempo y forma a los principales interesados del despliegue del sistema. Para la investigación se ha utilizado el método cualitativo, aplicando una encuesta a 10 expertos del sector tributario y tecnológico de la empresa, quienes participan en la ejecución del robot y tienen conocimiento del proceso tributario AS IS. La encuesta tuvo preguntas relacionadas a la calidad del sistema desarrollado y la usabilidad de este. Así mismo, como parte de la investigación, se relevaron las variables tiempo, acuerdos de nivel de servicio y cantidad de personas, respecto al proceso AS IS y TO BE después de la implementación del RPA. Se concluyó que la tecnología RPA es una herramienta importante cuando se busca la optimización de procesos de manera rápida y económica. Así mismo, se identificó que utilizar una metodología de desarrollo incrementa significativamente los resultados de su puesta en producción, dado que reduce reprocesos y retrasos en el desarrollo. En consecuencia, se extrapola que los procesos relacionados a la obtención de sustentos tributarios pueden ser automatizables, previo análisis y relevamiento de este. También, se evidenció que la aplicación del RPA permitió reducir horas hombres anuales en un 74% y personas involucradas en el proceso en un 80% anualmente; dichos porcentajes y diferencias reflejan ahorro de tiempo y dinero, logrando incrementar la productividad de los colaboradores. Sin embargo, el principal impacto de la implementación del software es con los colaboradores, quienes pueden utilizar su tiempo en temas de valor, analizar y prevenir futuras contingencias, así mismo, el desarrollo y relevamiento de procesos también impactó en una mejor organización por parte del equipo promoviendo una cultura tecnológica que cada vez es más necesaria en el mundo empresarial actual.";Automatización, Impuestos, Robots;https://hdl.handle.net/20.500.12672/20996;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/b4938af4-25f1-4bae-8a8f-d1d083fe101b;Optimización de trámite documentario para la gerencia de fiscalización de Osiptel mediante sistema de gestión de conocimiento;Diaz Ramos, Enrique Dimas, Documentos públicos - Procesamiento de datos, Documentos públicos - Perú - Automatización, Gestión del conocimiento - Innovaciones tecnológicas - Perú, https://hdl.handle.net/20.500.12672/8842;2015;Vega Huerta, Hugo Froilán;Universidad Nacional Mayor de San Marcos;Optimiza el trámite documentario para la Gerencia de Fiscalización de Osiptel que permita mejorar el trámite de expedientes y manejo de documentos para lograr con ello mayor rapidez en el desempeño de sus procesos de negocio generando una mejora continua entre los miembros del área. El proceso de manejo de trámite documentario carecía de efectivos reportes y engorrosos mecanismos para obtener estadísticas fiables, con el presente trabajo se propone adecuadas interrelaciones entre ambas entidades. La solución basada en un sistema web que es propuesta dada mi labor como practicante y posteriormente como consultor de sistemas dentro del área permite diseñar y elaborar mejoras en el trámite documentario dado la infraestructura idónea para desarrollar y alojar sistemas robustos y potentes dados los recursos y la importancia de la organización. Los beneficios que traerán a la gerencia de Fiscalización de Osiptel es que permitirá hacer mejor sus labores, mejorar la capacitación de los distintos miembros sean practicantes, consultores tanto locales como los destacados a provincias y funcionarios permitiendo hacer mayores supervisiones y fiscalizaciones.;Documentos públicos - Procesamiento de datos, Documentos públicos - Perú - Automatización, Gestión del conocimiento - Innovaciones tecnológicas - Perú;https://hdl.handle.net/20.500.12672/8842;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/e6d19540-7d81-41b5-ba91-46e3c4e00cb8;Optimización del proceso de indicadores de gestión a distribuidoras por intermedio de una propuesta metodológica de BPI y el uso de la notación BPMN para una empresa de consumo masivo;Quispe Morán, Ronald Francisco, Planificación de negocios - Perú, Mercadotecnia - Canales, Eficiencia industrial - Perú, https://hdl.handle.net/20.500.12672/10110;2018;Yañez Duran, Carlos Enrique;Universidad Nacional Mayor de San Marcos;Describe la optimización del proceso crítico de gestión de indicadores a distribuidoras para una empresa de consumo masivo, para lograr este objetivo se usa la metodología propuesta por Susan Page usando la Notación BPMN para modelar los procesos. En el año 2011, la empresa Universal se trazó como meta un crecimiento en sus ventas del 60% en los siguientes 6 años, debido a esta coyuntura uno de los objetivos como negocio fue la revisión de los procesos existentes en las distintas áreas de la empresa para lograr la eficiencia, uno de los procesos críticos que se tuvo que analizar fue los indicadores de gestión a distribuidoras, este proceso es propiedad de la Jefatura de Ventas (pertenece a la Gerencia de Customer Development), teniendo como premisa que “el incremento de ventas estará en función al incremento de las ventas de los clientes (distribuidoras)”, por tal motivo es prioridad proporcionar a las distribuidoras las herramientas necesarias para lograr el crecimiento estimado, estas herramientas serán útiles solo si se entregan a tiempo (los primeros días de cada mes) en cada ciclo de venta. Para realizar el presente informe se usaron 3 pasos de la metodología BPI propuesta por Susan Page. El primer paso fue modelar los subprocesos y actividades que involucran el proceso actual de indicadores de gestión a distribuidoras, el segundo paso fue evaluar y proponer mejoras al proceso mencionado cuales subprocesos o actividades son factibles de automatizar, como tercer paso se implementaron las mejoras.;Planificación de negocios - Perú, Mercadotecnia - Canales, Eficiencia industrial - Perú;https://hdl.handle.net/20.500.12672/10110;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/ea0a8332-ca7f-46bb-b792-5a84a0636474;Papel de los sistemas de información en la investigación de mercado en empresas de servicios;Leguía García, Guillermo, Investigación de mercados, Tecnología de la información, Administración de recursos de información, https://hdl.handle.net/20.500.12672/2624;2002;Gil Calvo, Rubén Alexander;Universidad Nacional Mayor de San Marcos;El presente trabajo tiene como propósito fundamental, efectuar un estudio detallado del papel de los sistemas estratégicos en las empresas en la actualidad, principalmente. Se describen en este trabajo detalles acerca de la importancia de los sistemas estratégicos en las organizaciones actuales, haciéndose hincapié en aquellas que se concentran en el conocimiento y análisis del mercado objetivo.The present work has a main purpose to develop a detail analysis of the Strategic Systems in the actual enterprises, mainly. This work describes details about the importance of strategic systems in the actuals organizations, doing more focus in those centered in the knowledge and analysis of the target market.;Investigación de mercados, Tecnología de la información, Administración de recursos de información;https://hdl.handle.net/20.500.12672/2624;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/099f492a-a940-490f-b7d5-c253a7a1dd13;Plan de desarrollo de software para la elaboración de un sistema de registro de exámenes ecográficos utilizando la metodología RUP: Caso Hospital San José;Carrillo Montalvo, Elvis Joel, Imágenes ultrasónicas - Procesamiento de datos, https://hdl.handle.net/20.500.12672/13987;2008;Romero Naupari, Pablo Jesús;Universidad Nacional Mayor de San Marcos;Busca orientar hacia el desarrollo de software, utilizando una metodología y un lenguaje de modelado, el cual nos guiará por todo el camino del desarrollo antes de empezar la implementación del software, con lo cual se asegura la calidad del producto final y el cumplimiento en la entrega en el tiempo establecido. Elegir tanto la metodología como la herramienta de implementación adecuada es de vital importancia para el éxito de la elaboración del software, es por ello que se compara 4 metodologías de desarrollo: RUP, XP, ICONIX, SCRUM, eligiendo entre ellas a la metodología RUP basada en el lenguaje de modelado UML. Este trabajo contemplara hasta la fase de elaboración del sistema d Información para el registro de exámenes del área de Diagnóstico por Imágenes del Hospital San José, con la finalidad de que sirva de guía para futuros trabajos sobre desarrollo de software. La herramienta CASE utilizada es el Rational Rose 2000, que hace posible elaborar las distintas fases del RUP.;Imágenes ultrasónicas - Procesamiento de datos;https://hdl.handle.net/20.500.12672/13987;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/9c57f1ff-7cba-4e97-8731-d5049394cce2;Planificación y control de las actividades de empresas outsourcing de mantenimiento del sector gas natural mediante un CMMS;Barrios Lambruschini, Daniel Eduardo, Espinoza Monteagudo, Robert Erickson, Sistemas de almacenamiento y recuperación de la información - Administración, Software de aplicación - Desarrollo, Empresas - Procesamiento de datos - Administración, Contratación de servicios externos, https://hdl.handle.net/20.500.12672/8663;2015;Angulo Calderón, César Augusto;Universidad Nacional Mayor de San Marcos;Plantea una solución tecnológica para mostrar cómo con la tecnología, se puede mejorar el problema de la demora en la planificación de actividades, mejorando así el servicio brindado hacia sus clientes. Se presenta como una alternativa para las empresas outsourcing dedicadas a las actividades de mantenimiento de equipos industriales del sector gas natural a través de las TIC’s, para que ayude a mejorar la planificación de sus actividades, mantener informados a los encargados sobre las actividades de mantenimiento actuales y programadas, a la gestión de clientes y máquinas, gestión de repuestos y stock, y generar reportes para que sea de apoyo a la toma de decisiones de la empresa. Todo esto se alcanzará desarrollando un sistema de información basado en el modelo de un CMMS y empleando la metodología ágil AUP (Agile Uniffied Process) para su desarrollo. Esta solución podrá permitir a aquellas empresas outsourcing llevar una planificación más rápida de las actividades de mantenimiento y contar con la información deseada con rapidez.;Sistemas de almacenamiento y recuperación de la información - Administración, Software de aplicación - Desarrollo, Empresas - Procesamiento de datos - Administración, Contratación de servicios externos;https://hdl.handle.net/20.500.12672/8663;info:eu-repo/semantics/closedAccess
